0	255	0	0
4	255	6	0
8	255	12	0
12	255	17	0
16	255	24	0
20	255	30	0
24	255	35	0
28	255	41	0
32	255	48	0
36	255	54	0
40	255	60	0
44	255	65	0
48	255	72	0
52	255	78	0
56	255	83	0
60	255	89	0
64	255	96	0
68	255	102	0
72	255	108	0
76	255	113	0
80	255	120	0
84	255	126	0
88	255	131	0
92	255	138	0
96	255	144	0
100	255	150	0
104	255	156	0
108	255	162	0
112	255	168	0
116	255	174	0
120	255	179	0
124	255	186	0
128	255	192	0
132	255	197	0
136	255	203	0
140	255	209	0
144	255	215	0
148	255	221	0
152	255	227	0
156	255	233	0
160	255	239	0
164	255	245	0
168	255	251	0
172	252	255	0
176	246	255	0
180	240	255	0
184	234	255	0
188	228	255	0
192	222	255	0
196	216	255	0
200	210	255	0
204	204	255	0
208	198	255	0
212	192	255	0
216	186	255	0
220	180	255	0
224	174	255	0
228	168	255	0
232	162	255	0
236	156	255	0
240	150	255	0
244	144	255	0
248	138	255	0
252	132	255	0
1	126	255	0
5	120	255	0
9	114	255	0
13	108	255	0
17	102	255	0
21	96	255	0
25	90	255	0
29	84	255	0
33	78	255	0
37	72	255	0
41	66	255	0
45	60	255	0
49	54	255	0
53	48	255	0
57	42	255	0
61	36	255	0
65	30	255	0
69	24	255	0
73	18	255	0
77	12	255	0
81	6	255	0
85	0	255	0
89	0	255	5
93	0	255	11
97	0	255	17
101	0	255	23
105	0	255	29
109	0	255	35
113	0	255	41
117	0	255	47
121	0	255	53
125	0	255	59
129	0	255	65
133	0	255	71
137	0	255	77
141	0	255	83
145	0	255	89
149	0	255	95
153	0	255	101
157	0	255	107
161	0	255	113
165	0	255	119
169	0	255	125
173	0	255	131
177	0	255	137
181	0	255	143
185	0	255	149
189	0	255	155
193	0	255	161
197	0	255	167
201	0	255	173
205	0	255	179
209	0	255	185
213	0	255	191
217	0	255	197
221	0	255	203
225	0	255	209
229	0	255	215
233	0	255	221
237	0	255	227
241	0	255	233
245	0	255	239
249	0	255	245
253	0	255	251
2	0	252	255
6	0	246	255
10	0	240	255
14	0	234	255
18	0	228	255
22	0	222	255
26	0	216	255
30	0	210	255
34	0	204	255
38	0	198	255
42	0	192	255
46	0	186	255
50	0	180	255
54	0	174	255
58	0	168	255
62	0	162	255
66	0	156	255
70	0	150	255
74	0	144	255
78	0	138	255
82	0	132	255
86	0	126	255
90	0	120	255
94	0	114	255
98	0	108	255
102	0	102	255
106	0	96	255
110	0	90	255
114	0	84	255
118	0	78	255
122	0	72	255
126	0	66	255
130	0	60	255
134	0	54	255
138	0	48	255
142	0	42	255
146	0	36	255
150	0	30	255
154	0	24	255
158	0	18	255
162	0	12	255
166	0	6	255
170	0	0	255
174	5	0	255
178	11	0	255
182	17	0	255
186	23	0	255
190	29	0	255
194	35	0	255
198	41	0	255
202	47	0	255
206	53	0	255
210	59	0	255
214	65	0	255
218	71	0	255
222	77	0	255
226	83	0	255
230	89	0	255
234	95	0	255
238	101	0	255
242	107	0	255
246	113	0	255
250	119	0	255
254	125	0	255
3	131	0	255
7	137	0	255
11	143	0	255
15	149	0	255
19	155	0	255
23	161	0	255
27	167	0	255
31	173	0	255
35	179	0	255
39	185	0	255
43	191	0	255
47	197	0	255
51	203	0	255
55	209	0	255
59	215	0	255
63	221	0	255
67	227	0	255
71	233	0	255
75	239	0	255
79	245	0	255
83	251	0	255
87	255	0	252
91	255	0	246
95	255	0	240
99	255	0	234
103	255	0	228
107	255	0	222
111	255	0	216
115	255	0	210
119	255	0	204
123	255	0	198
127	255	0	192
131	255	0	186
135	255	0	180
139	255	0	174
143	255	0	168
147	255	0	162
151	255	0	156
155	255	0	150
159	255	0	144
163	255	0	138
167	255	0	132
171	255	0	126
175	255	0	120
179	255	0	114
183	255	0	108
187	255	0	102
191	255	0	96
195	255	0	90
199	255	0	84
203	255	0	78
207	255	0	72
211	255	0	66
215	255	0	60
219	255	0	54
223	255	0	48
227	255	0	42
231	255	0	36
235	255	0	30
239	255	0	24
243	255	0	18
247	255	0	12
251	255	0	6
255	255	0	0
